46;floating_harbor;3269.82;9.50;1413.12;-2.16;687
47;floating_harbor;3182.95;9.50;1280.05;-2.36;4109
56;floating_harbor;2935.13;9.50;1597.26;-0.46;241
58;floating_harbor;2976.00;9.50;1626.00;0.06;11331
59;floating_harbor;2951.63;9.50;1596.47;0.67;6325
61;floating_harbor;2999.60;9.50;1612.50;-0.38;321
62;floating_harbor;3029.73;9.50;1602.92;-1.29;3340
63;floating_harbor;3079.30;9.50;1624.79;0.24;11343
99;floating_harbor;2976.00;9.50;1626.00;-2.76;6364
100;floating_harbor;2433.00;9.50;1923.00;0.98;12674
101;floating_harbor;2076.85;9.50;1859.34;-3.45;12512
103;floating_harbor;3035.74;9.50;1410.13;1.11;11901
105;floating_harbor;3101.40;9.50;1354.50;-3.52;9809
110;floating_harbor;2961.70;9.50;1705.21;-2.90;9174
114;floating_harbor;2930.00;9.50;1326.00;1.57;11824
120;floating_harbor;2694.00;9.50;1676.00;1.15;11161
121;floating_harbor;2745.00;10.10;1664.00;0.00;9392
122;floating_harbor;2740.30;9.50;1604.79;0.24;9364
123;floating_harbor;2735.63;9.50;1561.86;0.20;9562
124;floating_harbor;3109.79;9.50;1687.70;-1.33;408
125;floating_harbor;2828.00;9.50;1585.00;-1.57;322
127;floating_harbor;2788.05;9.50;1540.05;-3.93;11446
129;floating_harbor;2822.00;9.50;1598.00;-1.78;9250
130;floating_harbor;2800.26;9.50;1615.13;-1.11;11297
131;floating_harbor;2775.00;9.50;1650.60;-1.03;11299
132;floating_harbor;2744.18;9.50;1615.88;0.98;6335
135;floating_harbor;2684.13;9.50;1565.74;-2.68;11237
136;floating_harbor;2767.26;9.50;1673.87;-2.03;11136
137;floating_harbor;3351.70;9.50;1440.79;-0.24;9718
139;floating_harbor;3074.90;9.50;1696.85;-1.74;11380
140;floating_harbor;2962.00;9.50;1693.00;1.13;383
141;floating_harbor;3079.88;9.50;1701.18;-2.55;11082
142;floating_harbor;2946.95;9.50;1693.05;-2.36;11176
143;floating_harbor;2952.00;9.50;1850.00;0.46;6116
144;floating_harbor;3077.00;9.50;2003.00;0.00;11090
146;floating_harbor;3246.10;9.50;1743.85;-4.55;9100
149;floating_harbor;3192.63;9.50;1859.86;0.20;11121
156;floating_harbor;3048.50;9.50;1302.60;1.19;12066
157;floating_harbor;3036.95;9.50;1371.95;-0.79;6831
158;floating_harbor;2949.00;9.50;1397.00;-3.14;6788
160;floating_harbor;3004.95;9.50;1420.87;-1.45;9582
161;floating_harbor;3006.00;9.50;1414.00;-1.57;6793
164;floating_harbor;3210.50;9.50;1257.40;-4.33;7003
165;floating_harbor;2840.13;9.50;1341.74;-2.68;9764
167;floating_harbor;2809.00;9.50;1311.60;-1.03;6959
169;floating_harbor;2693.15;9.50;1264.10;-2.98;12070
171;floating_harbor;2661.07;9.50;1372.99;1.43;9689
173;floating_harbor;2749.00;9.50;1255.00;-3.14;10063
179;floating_harbor;2663.18;9.50;1286.88;0.98;3866
180;floating_harbor;2662.00;9.50;1347.00;1.57;9817
182;floating_harbor;3191.12;9.50;1224.18;-3.73;9940
183;floating_harbor;3307.40;9.50;1221.80;-4.07;7193
184;floating_harbor;3198.30;9.50;1333.21;-3.39;11774
185;floating_harbor;3093.00;9.50;1316.00;1.53;10203
186;floating_harbor;3132.00;9.50;1278.00;-4.11;7211
195;floating_harbor;3232.00;9.50;1735.00;1.57;3151
196;floating_harbor;3378.00;9.50;1440.00;-1.60;6771
197;floating_harbor;3295.00;9.50;1420.00;-3.31;11546
211;floating_harbor;3245.50;9.50;1368.60;-1.19;9902
213;floating_harbor;3328.31;9.50;1977.56;-0.86;11183
215;floating_harbor;3375.95;9.50;1839.95;-0.79;9055
227;floating_harbor;3401.21;9.50;1452.36;-2.82;3421
231;floating_harbor;3449.07;9.50;1362.01;-4.57;772
233;floating_harbor;3416.12;9.50;1391.18;-3.73;3698
234;floating_harbor;3388.79;9.50;1406.36;-3.46;11668
268;floating_harbor;3485.26;9.50;837.87;-2.03;4985
269;floating_harbor;3565.13;9.50;836.26;-0.46;10921
278;floating_harbor;1929.00;9.50;272.00;-2.08;12364
279;floating_harbor;1656.00;9.50;186.00;1.47;12954
282;floating_harbor;5007.26;9.50;1254.87;-2.03;7016
285;floating_harbor;5142.86;9.50;142.63;-1.77;12406
286;floating_harbor;4511.50;9.50;825.40;-1.95;12204
289;floating_harbor;4403.00;9.50;836.00;-3.14;7292
296;floating_harbor;2560.11;9.50;835.75;-4.53;12747
298;floating_harbor;2629.24;9.50;749.02;-4.11;7959
300;floating_harbor;1929.00;9.50;272.00;-2.45;10502
305;floating_harbor;1549.00;9.50;874.00;1.57;8047
306;floating_harbor;1593.24;9.50;928.98;0.97;7936
307;floating_harbor;1834.88;9.50;1033.82;-0.59;10823
308;floating_harbor;1822.18;9.50;1150.88;0.98;4450
309;floating_harbor;1947.37;9.50;971.99;-0.05;10906
312;floating_harbor;1441.29;9.50;1130.18;-0.49;8017
313;floating_harbor;1385.08;9.50;1085.27;-3.42;10886
314;floating_harbor;1399.18;9.50;1083.12;-4.12;12823
315;floating_harbor;1529.05;9.50;1223.05;-3.93;10498
316;floating_harbor;1477.88;9.50;1021.60;-4.21;13087
317;floating_harbor;1508.83;9.50;1083.48;-1.79;2075
318;floating_harbor;1650.87;9.50;1156.74;-3.61;1635
319;floating_harbor;1720.70;9.50;1157.21;-2.90;7660
327;floating_harbor;4659.00;9.50;887.00;1.36;10265
331;floating_harbor;1942.00;9.50;1660.00;-2.99;12680
332;floating_harbor;1882.00;9.50;1868.00;0.50;4720
334;floating_harbor;4629.00;9.50;621.60;-1.03;12252
335;floating_harbor;4522.85;9.50;546.90;0.17;12277
336;floating_harbor;4427.83;9.50;698.52;-1.35;12271
338;floating_harbor;2722.00;9.50;1552.00;-4.36;6378
339;floating_harbor;3226.00;9.50;1270.40;-4.17;10038
340;floating_harbor;3238.00;9.50;1335.00;1.27;11867
341;floating_harbor;3236.95;9.50;1333.05;-2.36;3879
342;floating_harbor;3252.00;9.50;1256.00;-3.14;10122
345;floating_harbor;3344.92;9.50;1254.27;-2.86;10056
347;floating_harbor;3298.40;9.50;1357.50;0.38;11866
355;floating_harbor;3375.13;9.50;1356.26;-0.46;11881
357;floating_harbor;1695.70;9.50;1566.93;-2.19;11830
358;floating_harbor;1693.00;9.50;1552.00;-1.93;859
359;floating_harbor;1654.64;9.50;1553.21;-1.25;11782
362;floating_harbor;1616.00;9.50;1505.00;-1.57;6846
363;floating_harbor;1647.00;9.50;1457.00;-1.87;6943
364;floating_harbor;1574.61;9.50;1414.73;-2.42;10047
370;floating_harbor;1414.21;9.50;1360.36;-2.82;4464
371;floating_harbor;1347.79;9.50;1350.36;-3.46;12313
375;floating_harbor;1293.98;9.50;1302.50;-1.50;12369
378;floating_harbor;951.22;9.50;1407.88;-3.89;11757
385;floating_harbor;864.03;9.50;1643.30;-4.61;12211
408;floating_harbor;4853.00;9.50;1367.00;-3.14;11879
410;floating_harbor;3694.27;9.50;1074.08;-4.43;1889
412;floating_harbor;3595.40;9.50;1117.80;-4.07;10797
413;floating_harbor;3574.15;9.50;1139.10;-2.98;5005
424;floating_harbor;4063.90;9.50;883.15;-1.41;10152
425;floating_harbor;3968.07;9.50;848.99;1.43;10190
428;floating_harbor;3933.25;9.50;1002.16;-4.45;11952
429;floating_harbor;3941.07;9.50;928.99;1.43;7232
430;floating_harbor;4217.00;9.50;983.00;-3.24;11968
431;floating_harbor;4179.60;9.50;996.00;-2.60;4062
444;floating_harbor;3815.46;9.50;1055.45;-2.78;7917
447;floating_harbor;3287.00;9.50;1176.00;0.00;7091
448;floating_harbor;3048.37;9.50;1187.47;-0.67;9980
449;floating_harbor;3091.76;9.50;1162.43;-0.40;10117
451;floating_harbor;3198.60;9.50;1183.00;-0.54;10120
452;floating_harbor;3249.52;9.50;1168.83;-0.22;11910
454;floating_harbor;3338.05;9.50;1172.95;0.79;4088
457;floating_harbor;3338.58;9.50;1098.39;-1.22;12002
458;floating_harbor;2980.64;9.50;1225.79;-1.89;11921
459;floating_harbor;2803.79;9.50;1254.64;0.32;11923
460;floating_harbor;2904.15;9.50;1273.90;-0.17;10078
463;floating_harbor;726.07;9.50;1869.99;1.43;13202
464;floating_harbor;1836.08;9.50;1659.73;0.28;10244
466;floating_harbor;1585.30;9.50;1972.01;1.28;12147
471;floating_harbor;769.04;9.50;1837.33;-4.16;1799
473;floating_harbor;872.00;9.50;1723.00;-2.73;10258
474;floating_harbor;1446.59;9.50;1190.35;-1.23;4965
475;floating_harbor;1349.63;9.50;1109.14;-3.34;12753
476;floating_harbor;1325.90;9.50;1174.37;-0.43;10889
477;floating_harbor;1295.35;9.50;1207.15;-0.50;10732
478;floating_harbor;1153.03;9.50;1207.70;1.47;12746
479;floating_harbor;1286.82;9.50;1237.57;-1.34;5021
481;floating_harbor;1120.30;9.50;1260.93;-4.09;8057
485;floating_harbor;1199.48;9.50;1153.17;-3.36;8032
493;floating_harbor;1606.47;9.50;1013.51;1.20;10864
496;floating_harbor;2192.53;9.50;564.49;-1.94;8196
497;floating_harbor;2116.47;9.50;833.05;0.53;12933
498;floating_harbor;2259.82;9.50;716.12;-2.16;10939
499;floating_harbor;2204.15;9.50;629.35;-1.07;10419
501;floating_harbor;2079.64;9.50;471.79;-1.89;5167
502;floating_harbor;1999.50;9.50;347.02;-3.07;10447
506;floating_harbor;1696.04;9.50;434.77;1.46;11000
507;floating_harbor;1684.30;9.50;66.93;-4.09;8218
518;floating_harbor;5064.26;9.50;41.13;-1.11;10665
520;floating_harbor;4838.39;9.50;433.27;0.72;12326
521;floating_harbor;5118.13;9.50;323.26;-0.46;10487
522;floating_harbor;4634.53;9.50;325.08;0.52;10971
523;floating_harbor;5034.98;9.50;518.50;-1.64;12484
524;floating_harbor;4680.40;9.50;1048.20;0.93;11959
525;floating_harbor;4820.95;9.50;1227.05;-2.36;12060
529;floating_harbor;4890.00;9.50;1185.00;-2.99;11946
530;floating_harbor;4878.00;9.50;1185.00;-3.14;11997
531;floating_harbor;4916.20;9.50;1248.60;-0.64;9985
533;floating_harbor;4982.00;9.50;1319.40;-4.17;9865
534;floating_harbor;4952.00;9.50;1275.00;-4.24;11930
536;floating_harbor;5008.21;9.50;1397.70;1.33;12352
537;floating_harbor;5054.00;9.50;1494.40;-2.11;1820
543;floating_harbor;3490.00;9.50;341.00;1.57;11015
546;floating_harbor;3432.99;9.50;568.35;-1.52;8183
553;floating_harbor;3359.74;9.50;1224.13;1.11;1108
557;floating_harbor;2545.25;9.50;926.16;-4.45;5034
559;floating_harbor;3573.75;9.50;738.16;-1.84;12840
579;floating_harbor;3852.04;9.50;1998.27;-4.61;8461
591;floating_harbor;4508.00;9.50;972.00;0.00;11963
598;floating_harbor;4697.50;9.50;1198.60;-1.19;9953
613;floating_harbor;4712.00;9.50;1191.00;-0.73;12052
625;floating_harbor;4749.00;9.88;805.00;-3.86;4269
626;floating_harbor;4661.00;9.50;821.00;1.57;7419
627;floating_harbor;4759.63;9.50;796.86;0.20;12160
633;floating_harbor;5386.00;9.50;843.00;0.00;13045
634;floating_harbor;5269.82;9.50;512.12;-2.16;10319
635;floating_harbor;5422.99;9.50;409.70;0.29;12120
636;floating_harbor;5570.00;9.50;363.00;1.57;7302
639;floating_harbor;5515.00;9.50;668.00;-1.57;13021
643;floating_harbor;5596.00;9.50;501.00;-3.44;13056
658;floating_harbor;3626.63;9.50;1047.86;0.20;8108
665;floating_harbor;2971.93;9.50;1218.01;-1.71;10026
666;floating_harbor;3177.21;9.50;1869.36;-2.82;9147
667;floating_harbor;4665.05;9.50;502.95;0.79;12219
669;floating_harbor;4885.70;9.50;584.21;-2.90;12386
684;floating_harbor;5330.74;9.50;724.13;1.11;13035
686;floating_harbor;1790.00;9.50;1146.00;-2.20;1440
689;floating_harbor;1610.88;9.50;1150.18;-2.55;12304
691;floating_harbor;1840.00;9.50;1035.00;1.57;3284
692;floating_harbor;1866.36;9.50;1082.21;1.25;11350
693;floating_harbor;1629.74;9.50;1245.13;1.11;1513
699;floating_harbor;2624.43;9.50;1121.82;0.23;8111
700;floating_harbor;2592.11;9.50;792.78;-4.54;2038
701;floating_harbor;2544.74;9.50;866.13;1.11;4989
562;floating_harbor;5072.92;9.50;1712.08;-3.30;12551
409;floating_harbor;4984.00;9.50;1463.40;-2.11;11719
295;floating_harbor;2992.12;9.50;551.20;-4.14;10968
540;floating_harbor;3005.01;9.50;512.44;1.51;8248
541;floating_harbor;3025.03;9.50;267.37;-4.62;2207
544;floating_harbor;3322.84;9.50;220.60;-2.72;8245
44;floating_harbor;3102.74;9.50;1350.13;1.11;13255
115;floating_harbor;3044.88;9.50;1257.18;-2.55;13256
446;floating_harbor;3310.70;9.50;1170.79;-0.24;12049
453;floating_harbor;3340.00;9.50;1103.00;-3.48;12073
1;arms_factory;2976.00;10.75;1997.00;4.70;0
1;arms_factory;2964.00;10.90;2010.00;2.54;0
1;arms_factory;2952.00;10.20;2038.00;3.74;0
1;arms_factory;2965.00;10.90;2009.00;0.48;0
1;arms_factory;2963.00;10.65;2016.00;3.14;0
1;arms_factory;2966.00;10.45;1997.00;5.81;0
1;industrial_complex;2958.00;10.35;2024.00;2.54;0
1;industrial_complex;2954.00;10.40;2037.00;5.21;0
1;industrial_complex;2977.00;11.45;2008.00;1.59;0
1;industrial_complex;2958.00;10.70;2035.00;4.25;0
1;industrial_complex;2970.00;10.50;1996.00;0.99;0
1;industrial_complex;2960.00;10.45;2023.00;3.66;0
1;air_base;2966.00;10.30;1995.00;0.04;0
1;supply_node;2967.00;10.90;2007.00;4.98;0
1;supply_node;2957.00;10.60;2038.00;0.18;0
1;naval_base;2953.00;9.50;2024.00;-2.03;9169
1;naval_base;2951.00;9.55;2032.00;-0.98;9169
1;bunker;2970.00;10.40;1994.00;2.61;0
1;bunker;2962.00;10.93;2039.00;2.71;0
1;coastal_bunker;2957.00;9.55;2010.00;-2.03;0
1;coastal_bunker;2949.00;9.50;2042.00;-0.98;0
1;dockyard;2968.00;9.55;1991.00;0.29;0
1;anti_air_building;2972.00;10.45;1993.00;1.16;0
1;anti_air_building;2966.00;10.90;2019.00;5.28;0
1;anti_air_building;2973.00;10.28;1991.00;0.20;0
1;synthetic_refinery;2972.00;11.20;2006.00;3.22;0
1;fuel_silo;2961.00;10.80;2030.00;5.88;0
1;radar_station;2964.00;10.70;2018.00;4.07;0
1;rocket_site;2953.00;10.28;2039.00;0.11;0
1;nuclear_reactor;2966.00;11.00;2046.00;1.67;0
1;floating_harbor;2950.74;9.50;2015.13;1.11;1212
2;arms_factory;2275.00;10.50;1920.00;3.74;0
2;arms_factory;2292.00;10.70;1945.00;0.48;0
2;arms_factory;2228.00;10.20;1913.00;3.14;0
2;arms_factory;2201.00;11.00;1909.00;5.81;0
2;arms_factory;2254.00;10.70;1943.00;2.54;0
2;arms_factory;2291.00;10.70;1929.00;5.21;0
2;industrial_complex;2279.00;10.25;1967.00;1.59;0
2;industrial_complex;2191.00;10.53;1932.00;4.25;0
2;industrial_complex;2227.00;11.00;1944.00;0.99;0
2;industrial_complex;2226.00;10.20;1960.00;3.66;0
2;industrial_complex;2268.00;11.05;1941.00;0.04;0
2;industrial_complex;2269.00;11.00;1944.00;2.70;0
2;air_base;2309.00;10.60;1937.00;5.72;0
2;supply_node;2285.00;10.25;1913.00;3.12;0
2;supply_node;2254.00;10.10;1915.00;0.87;0
2;supply_node;2218.00;10.60;1928.00;2.35;0
2;supply_node;2188.00;10.45;1904.00;5.28;0
2;supply_node;2278.00;11.00;1940.00;1.59;0
2;supply_node;2195.00;10.50;1931.00;4.52;0
2;supply_node;2213.00;10.30;1946.00;6.00;0
2;supply_node;2290.00;10.62;1959.00;3.76;0
2;supply_node;2248.00;10.90;1938.00;0.41;0
2;supply_node;2299.00;10.80;1938.00;1.89;0
2;supply_node;2248.00;10.53;1954.00;5.93;0
2;supply_node;2175.00;10.50;1933.00;1.13;0
2;supply_node;2242.00;10.55;1924.00;4.07;0
2;supply_node;2229.00;10.53;1957.00;0.72;0
2;supply_node;2316.00;10.40;1942.00;3.30;0
2;supply_node;2275.00;10.55;1960.00;6.24;0
2;supply_node;2306.00;10.50;1922.00;1.43;0
2;supply_node;2203.00;11.15;1912.00;5.47;0
2;supply_node;2266.00;10.30;1925.00;2.12;0
2;supply_node;2307.00;10.35;1949.00;3.61;0
2;supply_node;2263.00;10.65;1948.00;1.36;0
2;supply_node;2230.00;11.00;1943.00;2.84;0
2;supply_node;2288.00;10.60;1925.00;5.77;0
2;supply_node;2183.00;10.60;1920.00;3.54;0
2;supply_node;2230.00;10.25;1916.00;5.01;0
2;supply_node;2217.00;10.45;1906.00;1.67;0
2;naval_base;2229.00;10.15;1909.00;0.59;11067
2;naval_base;2312.00;10.20;1919.00;-4.47;11061
2;naval_base;2256.00;10.10;1959.00;-3.82;10076
2;naval_base;2212.00;9.78;1958.00;-2.55;9616
2;naval_base;2175.00;10.20;1938.00;-2.50;10673
2;naval_base;2210.00;9.55;1898.00;-0.36;10832
2;naval_base;2255.00;9.50;1913.00;1.33;8162
2;naval_base;2202.00;9.55;1899.00;0.38;10832
2;naval_base;2283.00;9.82;1971.00;-2.75;10076
2;naval_base;2220.00;10.10;1960.00;-3.14;7919
2;naval_base;2206.00;9.55;1898.00;0.21;10832
2;naval_base;2177.00;9.55;1920.00;-1.11;9418
2;naval_base;2292.00;9.78;1910.00;-0.59;8162
2;naval_base;2276.00;10.20;1966.00;-2.60;10076
2;naval_base;2189.00;10.20;1938.00;-2.90;9616
2;naval_base;2320.00;9.82;1939.00;1.11;11061
2;naval_base;2301.00;10.23;1954.00;-3.39;11041
2;naval_base;2259.00;10.20;1960.00;-2.90;10076
2;naval_base;2240.00;9.50;1910.00;-0.14;11067
2;bunker;2285.00;10.50;1919.00;3.96;0
2;bunker;2193.00;10.53;1932.00;1.80;0
2;bunker;2193.00;10.25;1901.00;4.46;0
2;bunker;2221.00;10.57;1937.00;6.03;0
2;bunker;2248.00;10.80;1930.00;2.41;0
2;bunker;2247.00;10.23;1915.00;0.25;0
2;bunker;2253.00;10.25;1958.00;1.45;0
2;bunker;2295.00;10.90;1936.00;4.47;0
2;bunker;2206.00;11.15;1920.00;0.85;0
2;bunker;2297.00;10.20;1962.00;3.52;0
2;bunker;2232.00;10.93;1933.00;5.08;0
2;bunker;2272.00;11.00;1939.00;2.92;0
2;bunker;2211.00;10.20;1948.00;5.58;0
2;bunker;2271.00;10.20;1914.00;1.96;0
2;bunker;2245.00;10.80;1928.00;4.98;0
2;bunker;2214.00;10.60;1909.00;6.19;0
2;bunker;2307.00;10.30;1951.00;4.03;0
2;bunker;2294.00;10.75;1930.00;0.41;0
2;bunker;2256.00;10.68;1949.00;1.97;0
2;bunker;2322.00;10.20;1946.00;4.63;0
2;bunker;2301.00;10.68;1926.00;2.47;0
2;bunker;2224.00;10.50;1922.00;5.14;0
2;bunker;2280.00;10.65;1955.00;0.41;0
2;bunker;2180.00;10.50;1933.00;4.54;0
2;bunker;2237.00;10.65;1952.00;0.92;0
2;bunker;2182.00;10.40;1913.00;2.48;0
2;coastal_bunker;2208.00;9.78;1949.00;-2.55;0
2;coastal_bunker;2297.00;10.20;1965.00;-3.84;0
2;coastal_bunker;2192.00;9.55;1899.00;0.38;0
2;coastal_bunker;2224.00;9.78;1905.00;1.25;0
2;coastal_bunker;2314.00;10.15;1953.00;-3.39;0
2;coastal_bunker;2199.00;9.78;1940.00;-2.90;0
2;coastal_bunker;2235.00;9.50;1910.00;0.59;0
2;coastal_bunker;2279.00;9.50;1911.00;-0.59;0
2;coastal_bunker;2274.00;9.88;1966.00;-2.60;0
2;coastal_bunker;2307.00;9.88;1914.00;0.12;0
2;coastal_bunker;2261.00;10.20;1960.00;-2.90;0
2;coastal_bunker;2318.00;10.15;1937.00;1.11;0
2;coastal_bunker;2237.00;10.20;1960.00;-3.14;0
2;coastal_bunker;2177.00;9.55;1921.00;-1.11;0
2;coastal_bunker;2258.00;10.15;1960.00;-3.82;0
2;coastal_bunker;2167.00;9.50;1930.00;-0.90;0
2;coastal_bunker;2251.00;9.50;1912.00;-1.05;0
2;coastal_bunker;2204.00;9.55;1898.00;0.21;0
2;coastal_bunker;2240.00;9.50;1910.00;-0.14;0
2;dockyard;2299.00;9.50;1912.00;1.50;0
2;anti_air_building;2310.00;10.60;1943.00;3.66;0
2;anti_air_building;2220.00;10.65;1947.00;0.04;0
2;anti_air_building;2265.00;10.65;1949.00;1.60;0
2;synthetic_refinery;2244.00;10.70;1926.00;5.72;0
2;fuel_silo;2185.00;10.53;1906.00;0.65;0
2;radar_station;2245.00;10.85;1934.00;5.89;0
2;rocket_site;2258.00;10.50;1955.00;0.04;0
2;nuclear_reactor;2214.00;10.60;1927.00;4.17;0
2;floating_harbor;2279.12;9.50;1904.18;-3.73;15
2;floating_harbor;2240.92;9.50;1907.53;-4.19;302
2;floating_harbor;2192.60;9.50;1892.50;-2.76;432
2;floating_harbor;2191.30;9.50;1945.79;0.24;1746
2;floating_harbor;2205.12;9.50;1957.82;0.59;2216
2;floating_harbor;2299.48;9.50;1970.38;-0.69;2251
2;floating_harbor;2256.37;9.50;1964.47;-0.67;2638
2;floating_harbor;2167.80;9.50;1942.60;0.64;2725
2;floating_harbor;2239.01;9.50;1903.07;-3.28;3229
2;floating_harbor;2229.00;9.50;1968.00;0.00;3282
2;floating_harbor;2326.26;9.50;1936.87;-2.03;3310
2;floating_harbor;2268.40;9.50;1971.00;0.54;3376
2;floating_harbor;2320.79;9.50;1925.70;-1.33;3943
2;floating_harbor;2207.47;9.50;1891.16;-2.93;3988
2;floating_harbor;2309.70;9.50;1959.79;-0.24;4620
2;floating_harbor;2258.30;9.50;1966.79;0.24;4621
2;floating_harbor;2170.74;9.50;1913.87;-4.25;4634
2;floating_harbor;2237.88;9.50;1904.18;-2.55;4635
3;arms_factory;1450.00;10.30;1930.00;3.14;0
3;arms_factory;1453.00;10.20;1937.00;5.81;0
3;arms_factory;1444.00;10.30;1926.00;2.54;0
3;arms_factory;1459.00;10.50;1941.00;5.21;0
3;arms_factory;1436.00;10.20;1928.00;1.59;0
3;arms_factory;1457.00;10.50;1937.00;4.25;0
3;industrial_complex;1444.00;10.23;1929.00;0.99;0
3;industrial_complex;1461.00;10.25;1954.00;3.66;0
3;industrial_complex;1445.00;10.50;1920.00;0.04;0
3;industrial_complex;1457.00;10.40;1939.00;2.70;0
3;industrial_complex;1443.00;10.40;1922.00;5.72;0
3;industrial_complex;1465.00;10.70;1935.00;0.64;0
3;air_base;1444.00;10.28;1928.00;4.76;0
3;supply_node;1459.00;10.55;1927.00;2.35;0
3;supply_node;1464.00;10.40;1951.00;5.28;0
3;supply_node;1456.00;10.40;1944.00;1.59;0
3;supply_node;1471.00;10.90;1940.00;4.52;0
3;supply_node;1444.00;10.30;1925.00;6.00;0
3;naval_base;1447.00;9.88;1933.00;-3.00;9675
3;naval_base;1469.00;10.23;1951.00;-4.55;11048
3;naval_base;1452.00;9.55;1940.00;-0.67;9675
3;bunker;1460.00;10.50;1939.00;3.22;0
3;bunker;1453.00;10.20;1946.00;5.88;0
3;bunker;1474.00;10.85;1938.00;2.26;0
3;bunker;1452.00;10.30;1930.00;0.11;0
3;bunker;1470.00;10.25;1950.00;1.67;0
3;coastal_bunker;1441.00;10.10;1930.00;-3.00;0
3;coastal_bunker;1470.00;10.20;1951.00;-4.55;0
3;coastal_bunker;1456.00;10.20;1952.00;-2.36;0
3;dockyard;1467.00;10.15;1955.00;-4.55;0
3;anti_air_building;1461.00;10.60;1948.00;2.78;0
3;anti_air_building;1467.00;10.70;1929.00;5.44;0
3;anti_air_building;1471.00;10.85;1933.00;2.17;0
3;synthetic_refinery;1458.00;10.60;1921.00;3.38;0
3;fuel_silo;1477.00;10.70;1940.00;1.22;0
3;radar_station;1457.00;10.50;1937.00;5.01;0
3;rocket_site;1454.00;10.23;1947.00;5.45;0
3;nuclear_reactor;1459.00;10.60;1924.00;3.29;0
3;floating_harbor;1476.90;9.50;1953.15;-1.41;1787
3;floating_harbor;1448.05;9.50;1951.95;0.79;4622
3;floating_harbor;1442.01;9.50;1938.93;0.14;4628
4;arms_factory;2482.00;10.20;1867.00;2.54;0
4;arms_factory;2410.00;10.70;1893.00;5.21;0
4;arms_factory;2423.00;10.30;1881.00;1.59;0
4;arms_factory;2395.00;10.30;1897.00;4.25;0
4;arms_factory;2472.00;10.30;1869.00;0.99;0
4;arms_factory;2480.00;10.15;1864.00;3.66;0
