185;128.00;9.50;441.00;big
186;611.00;9.50;314.00;big
186;469.00;9.50;406.00;big
187;856.00;9.50;123.00;big
187;1095.00;9.50;116.00;big
188;1189.00;9.50;103.00;big
188;1469.00;9.50;59.00;big
189;1747.00;9.50;102.00;big
189;1996.00;9.50;213.00;big
190;2186.00;9.50;282.00;big
190;2146.00;9.50;500.00;big
191;1161.00;9.50;1146.00;big
191;1047.00;9.50;1494.00;big
192;1134.00;9.50;1967.00;big
192;690.00;9.50;1888.00;big
193;2466.00;9.50;1055.00;big
193;2542.00;9.50;1230.00;big
194;2617.00;9.50;524.00;big
194;2326.00;9.50;721.00;big
195;2528.00;9.50;154.00;big
195;2280.00;9.50;100.00;big
196;2960.00;9.50;162.00;big
196;2829.00;9.50;467.00;big
197;3776.00;9.50;117.00;big
197;3327.00;9.50;121.00;big
198;4567.00;9.50;89.00;big
198;4119.00;9.50;183.00;big
199;4339.00;9.50;829.00;big
199;4294.00;9.50;550.00;big
200;4967.00;9.50;1201.00;big
200;4884.00;9.50;939.00;big
201;137.00;9.50;207.00;big
201;497.00;9.50;80.00;big
202;5476.00;9.50;159.00;big
202;5471.00;9.50;436.00;big
203;5493.00;9.50;1168.00;big
203;5419.00;9.50;830.00;big
204;290.00;9.50;1123.00;big
204;31.00;9.50;803.00;big
205;182.00;9.50;1853.00;big
205;246.00;9.50;1436.00;big
206;5270.00;9.50;1824.00;big
206;5418.00;9.50;1454.00;big
207;4002.00;9.50;1989.00;big
207;4617.00;9.50;1988.00;big
208;3486.00;9.50;1430.00;big
208;3819.00;9.50;1669.00;big
209;3256.00;9.50;1284.00;big
209;3546.00;9.50;1081.00;big
